Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,ROAS
A1111,data analytics course,174,4704,192.32,21,10,0.049,1501,20241124,hyderabad,mobile,learn data analytics,0.036989795918367346,1.105287356321839,7.804700499168053
A1112,data analytics course,168,3349,235.6,23,9,0.054,1894,20241109,hyderabad,mobile,online data analytics,0.050164228127799346,1.4023809523809523,8.03904923599321
A1113,data analytics course,173,3501,223.9,28,10,0.044,1179,20241125,hyderabad,mobile,data analytics course,0.04941445301342474,1.2942196531791907,5.265743635551585
A1114,data analytics course,91,0,203.52,0,9,0.099,1838,20112024,hyderabad,desktop,data analytics course,,2.2364835164835166,9.031053459119496
A1115,data analytics course,140,5405,195.69,21,8,0.046,1094,21112024,hyderabad,desktop,data analytics training,0.025901942645698426,1.3977857142857142,5.590474730441004
A1116,data analytics course,93,3425,229.76,26,4,0.043,1344,24112024,hyderabad,mobile,online data analytics,0.027153284671532846,2.470537634408602,5.84958217270195
A1117,data analytics course,114,5263,189.13,23,5,0.044,1434,5112024,hyderabad,mobile,data analytics course,0.021660649819494584,1.6590350877192983,7.58208639560091
A1118,data analytics course,172,3889,215.57,21,10,0.046,1766,20241116,hyderabad,tablet,online data analytics,0.04422730779120596,1.2533139534883722,8.192234540984368
A1119,data analytics course,188,3327,193.76,24,6,0.047,1220,3112024,hyderabad,tablet,online data analytics,0.05650736399158401,1.0306382978723403,6.29644921552436
A1120,data analytics course,117,0,214.18,29,4,0.034,1348,20241123,hyderabad,mobile,learn data analytics,,1.8305982905982907,6.293771593986366
A1121,data analytics course,113,5471,215.57,27,9,0.038,1123,20241123,hyderabad,mobile,analytics for data,0.02065435934929629,1.9076991150442477,5.209444727930602
A1122,data analytics course,109,3550,240.33,14,8,0.073,1982,20241124,hyderabad,tablet,learn data analytics,0.030704225352112677,2.204862385321101,8.246993716972495
A1123,data analytics course,174,3178,225.67,18,10,0.057,1140,20112024,hyderabad,desktop,data analytics online,0.05475141598489616,1.2969540229885057,5.0516240528204905
A1124,data analytics course,96,4673,192.88,24,5,0.052,1962,20241110,hyderabad,mobile,learn data analytics,0.020543548041943076,2.0091666666666668,10.172127747822481
A1125,data analytics course,110,4254,187.87,11,4,0.046,1172,20241104,hyderabad,mobile,data analytics training,0.025858015984955338,1.707909090909091,6.23835631021451
A1126,data analytics course,163,3658,237.63,23,7,0.043,1699,20241123,hyderabad,tablet,online data analytics,0.04455986878075451,1.4578527607361962,7.149770651853722
A1127,data analytics course,161,5319,235.98,13,4,0.025,1423,20241118,hyderabad,mobile,learn data analytics,0.030268847527730777,1.4657142857142857,6.0301720484786845
A1128,data analytics course,195,5278,193.49,30,7,0.047,1456,20241104,hyderabad,mobile,data analytics course,0.03694581280788178,0.9922564102564103,7.524936689234585
A1129,data analytics course,84,3755,218.88,14,9,0.047,1299,20241105,hyderabad,tablet,analytics for data,0.02237017310252996,2.605714285714286,5.9347587719298245
A1130,data analytics course,113,4580,194.82,11,6,0.059,1248,20241128,hyderabad,tablet,data analytics course,0.024672489082969432,1.724070796460177,6.405913150600554
A1131,data analytics course,117,3809,225.14,12,5,0.032,1495,20241109,hyderabad,desktop,data analytics training,0.030716723549488054,1.9242735042735042,6.640312694323533
A1132,data analytics course,135,5118,219.99,27,6,0.044,1089,20241120,hyderabad,mobile,online data analytics,0.02637749120750293,1.6295555555555556,4.950225010227737
A1133,data analytics course,92,5766,186.14,28,7,0.076,1013,27112024,hyderabad,tablet,data analytics training,0.015955601803676726,2.0232608695652172,5.442140324486946
A1134,data analytics course,188,3934,206.21,16,9,0.048,1505,4112024,hyderabad,desktop,data analytics course,0.04778851042196238,1.0968617021276597,7.298385141360749
A1135,data analytics course,101,4724,228.38,13,7,0.034,1243,20241120,hyderabad,desktop,learn data analytics,0.021380186282811176,2.261188118811881,5.442683247219547
A1136,data analytics course,111,5895,205.25,29,4,0.036,1693,20241104,hyderabad,mobile,data analytics course,0.018829516539440202,1.8490990990990992,8.248477466504264
A1137,data analytics course,122,4048,202.23,28,10,0.082,1505,26112024,hyderabad,mobile,online data analytics,0.030138339920948616,1.657622950819672,7.4420214607130495
A1138,data analytics course,99,3169,237.68,21,6,0.046,1509,20241122,hyderabad,mobile,online data analytics,0.031240138845061535,2.4008080808080807,6.348872433524066
A1139,data analytics course,154,4535,229.29,11,3,0.019,1434,20241101,hyderabad,tablet,data analytics training,0.033958103638368244,1.488896103896104,6.254088708622269
A1140,data analytics course,129,3849,249.29,22,10,0.078,1767,20241111,hyderabad,desktop,analytics for data,0.03351519875292284,1.9324806201550386,7.088130290023668
A1141,data analytics course,0,4259,182.98,10,10,0.031,1048,16112024,hyderabad,mobile,analytics for data,0.0,inf,5.727401901847196
A1142,data analytics course,143,3628,215.57,18,9,0.063,1566,17112024,hyderabad,tablet,data analytics course,0.039415656008820285,1.5074825174825175,7.264461659785685
A1143,data analytics course,80,3269,215.57,12,4,0.05,1753,23112024,hyderabad,desktop,data analytics online,0.024472315692872438,2.694625,8.131929303706453
A1144,data analytics course,134,3724,188.02,26,9,0.047,1891,20241107,hyderabad,desktop,online data analytics,0.0359828141783029,1.403134328358209,10.057440697798105
A1145,data analytics course,174,4838,242.35,21,3,0.017,1599,20241122,hyderabad,desktop,data analytics online,0.03596527490698636,1.392816091954023,6.597895605529193
A1146,data analytics course,196,4524,192.01,15,8,0.041,1048,20241113,hyderabad,desktop,data analytics course,0.04332449160035367,0.9796428571428571,5.458049059944795
A1147,data analytics course,194,4694,228.15,17,7,0.036,1874,20241114,hyderabad,tablet,learn data analytics,0.04132935662547933,1.1760309278350516,8.21389436774052
A1148,data analytics course,180,4326,221.67,13,0,0.046,1427,6112024,hyderabad,tablet,online data analytics,0.04160887656033287,1.2315,6.437497180493526
A1149,data analytics course,100,4235,222.61,10,8,0.051,1814,1112024,hyderabad,desktop,data analytics training,0.023612750885478158,2.2261,8.148780378239971
A1150,data analytics course,153,4367,184.51,29,9,0.059,1507,20241113,hyderabad,mobile,analytics for data,0.03503549347378063,1.2059477124183007,8.16757899300851
A1151,data analytics course,110,3748,198.68,24,9,0.082,1041,5112024,hyderabad,tablet,data analytics training,0.02934898612593383,1.8061818181818183,5.239581236158647
A1152,data analytics course,116,3901,215.57,21,4,0.034,1483,20241113,hyderabad,tablet,online data analytics,0.029735965137144323,1.8583620689655171,6.879435914088232
A1153,data analytics course,156,3335,236.98,29,7,0.045,1143,20241114,hyderabad,desktop,data analytics course,0.046776611694152925,1.519102564102564,4.823191830534222
A1154,data analytics course,177,5671,210.74,19,6,0.058,1172,25112024,hyderabad,tablet,data analytics course,0.031211426556162936,1.1906214689265537,5.561355224447186
A1155,data analytics course,89,3408,214.78,25,9,0.101,1898,20241115,hyderabad,mobile,data analytics course,0.026115023474178403,2.413258426966292,8.836949436632834
A1156,data analytics course,155,4422,183.96,14,8,0.037,1143,20241115,hyderabad,mobile,analytics for data,0.03505201266395296,1.1868387096774193,6.213307240704501
A1157,data analytics course,123,3097,190.55,20,8,0.065,1640,20241122,hyderabad,tablet,data analytics course,0.03971585405230869,1.5491869918699188,8.606664917344528
A1158,data analytics course,102,3621,244.82,10,5,0.049,1375,20241112,hyderabad,mobile,learn data analytics,0.028169014084507043,2.4001960784313723,5.6163712115023285
A1159,data analytics course,150,4806,244.53,15,9,0.046,1602,7112024,hyderabad,mobile,data analytics online,0.031210986267166042,1.6302,6.551343393448657
A1160,data analytics course,160,0,245.87,11,6,0.037,1505,20241105,hyderabad,desktop,analytics for data,,1.5366875,6.121120917558059
A1161,data analytics course,143,3901,191.38,29,4,0.053,1786,20241124,hyderabad,mobile,learn data analytics,0.036657267367341706,1.3383216783216783,9.332218622635594
A1162,data analytics course,178,4673,222.46,29,6,0.051,1219,20241104,hyderabad,tablet,online data analytics,0.03809116199443612,1.2497752808988765,5.479636788636159
A1163,data analytics course,152,3542,208.96,13,9,0.046,1735,20241113,hyderabad,desktop,data analytics course,0.04291360813099943,1.3747368421052633,8.30302450229709
A1164,data analytics course,139,4347,238.19,26,5,0.046,1384,13112024,hyderabad,tablet,analytics for data,0.031976075454336325,1.7135971223021582,5.810487426004451
A1165,data analytics course,175,5014,247.24,25,7,0.04,1499,15112024,hyderabad,mobile,learn data analytics,0.03490227363382529,1.4128,6.062934800194143
A1166,data analytics course,92,4185,218.46,21,9,0.035,1567,20241103,hyderabad,mobile,data analytics online,0.02198327359617682,2.3745652173913046,7.172937837590405
A1167,data analytics course,123,5964,215.57,17,6,0.046,1363,20241103,hyderabad,desktop,data analytics training,0.02062374245472837,1.75260162601626,6.322772185369022
A1168,data analytics course,86,5124,183.71,13,10,0.116,1137,20112024,hyderabad,mobile,data analytics training,0.01678376268540203,2.1361627906976746,6.189102389635839
A1169,data analytics course,117,4162,238.08,28,10,0.085,1186,20241122,hyderabad,mobile,online data analytics,0.028111484863046612,2.034871794871795,4.981518817204301
A1170,data analytics course,146,4330,191.9,20,3,0.021,1748,20241109,hyderabad,mobile,online data analytics,0.033718244803695153,1.3143835616438357,9.108910891089108
A1171,data analytics course,89,3268,215.57,17,4,0.045,1233,20241113,hyderabad,desktop,online data analytics,0.02723378212974296,2.422134831460674,5.7197198125898785
A1172,data analytics course,195,3483,213.99,27,7,0.036,1796,23112024,hyderabad,desktop,learn data analytics,0.05598621877691645,1.0973846153846154,8.39291555680172
A1173,data analytics course,170,4519,240.63,22,7,0.041,1012,27112024,hyderabad,mobile,analytics for data,0.03761894224385926,1.415470588235294,4.205626896064498
A1174,data analytics course,97,3605,240.29,21,7,0.045,1682,20241110,hyderabad,desktop,data analytics online,0.026907073509015257,2.4772164948453606,6.999875150859379
A1175,data analytics course,159,5076,204.97,15,10,0.063,1638,17112024,hyderabad,tablet,data analytics course,0.031323877068557916,1.2891194968553459,7.991413377567449
A1176,data analytics course,131,5352,225.86,24,10,0.046,1961,20241120,hyderabad,mobile,online data analytics,0.024476831091180866,1.7241221374045803,8.682369609492605
A1177,data analytics course,108,5503,185.26,11,7,0.065,1921,6112024,hyderabad,mobile,data analytics online,0.019625658731600944,1.7153703703703702,10.369210838821116
A1178,data analytics course,93,4308,209.83,19,9,0.097,1694,20241120,hyderabad,mobile,data analytics course,0.02158774373259053,2.256236559139785,8.073202115998665
A1179,data analytics course,137,3555,213.5,29,3,0.046,1505,20241106,hyderabad,desktop,data analytics course,0.038537271448663854,1.5583941605839415,7.049180327868853
A1180,data analytics course,81,5615,193.14,30,6,0.074,1255,20241128,hyderabad,mobile,analytics for data,0.014425645592163847,2.384444444444444,6.49787718753236
A1181,data analytics course,160,4743,206.22,23,10,0.062,1825,20241120,hyderabad,mobile,learn data analytics,0.03373392367699768,1.288875,8.849772088061293
A1182,data analytics course,186,3337,183.58,16,8,0.043,1045,20241130,hyderabad,desktop,online data analytics,0.05573868744381181,0.986989247311828,5.692341213639829
